"Id","Intensity_mean","norm_CLEAR_mean","norm_IR.LIGHT_mean","norm_F7_mean","norm_F8_mean","norm_F6_mean","Intensity_sd","norm_CLEAR_sd","norm_IR.LIGHT_sd","norm_F7_sd","norm_F8_sd","norm_F6_sd"
"201",0.554483495986177,0.626225750452189,0.269004003945404,0.275691432979706,0.293892178099825,0.257632179463381,0.848550409685837,0.312572221944077,0.208224673851974,0.152922143940074,0.155214617703184,0.171643145437459
"202",0.0890426215271085,0.696848518337115,0.237041851419687,0.28373882885918,0.282453636988795,0.243217023677213,0.177896960384043,0.242722972061637,0.234057899562981,0.136329845155039,0.129619177047086,0.116854737936014
"204",1.41231192908512,0.722552820332711,0.280397167892317,0.262633320291216,0.290728448722677,0.233034848943595,4.17842118181586,0.196982815968878,0.188007740227671,0.105626980331752,0.14140849264476,0.116744639521579
"205",0.66965435426444,0.651919700025599,0.219169342074232,0.292605045846447,0.299498212802841,0.268627641264223,1.54349299558922,0.28748484854269,0.188148638612149,0.113951168963116,0.152277623713855,0.124930779623864
"206",0.07260114718627,0.61031085690315,0.147153284318481,0.326150414474977,0.406829030162461,0.259862691629284,0.12392812738045,0.29402749646382,0.203084859180149,0.139028432409674,0.212886322835346,0.101866835658315
"208",0.211249253586015,0.646350057942477,0.266471878379369,0.286883923873986,0.276628396260158,0.268428927100944,0.693115117096142,0.262275520196344,0.233840949541115,0.13956763467529,0.153488615376769,0.141322753064904
"209",0.220272972229152,0.719619059302458,0.194617638948217,0.302226112613744,0.282737657337509,0.269755488172476,0.427531664829324,0.182608100474892,0.205545850817178,0.115052814728417,0.0843436216806848,0.1110248131407
"210",0.427120458222719,0.738389735491319,0.253343237416338,0.280436207570344,0.243641831863629,0.25220303343285,0.681468100279967,0.169819587617791,0.178249044977962,0.120568093133997,0.0975492723163081,0.107278987141642
"212",0.447965634427774,0.581714721391043,0.160770256903203,0.384936161249556,0.289085870233631,0.329972273073253,1.13490016451599,0.318234990967732,0.182505618668288,0.16917935793753,0.0715982855323815,0.135105739261721
"213",0.157676562342154,0.660373245909657,0.217551877784407,0.293334171262224,0.28814227519182,0.268846370975379,0.428315696525848,0.259595858146713,0.200925746467553,0.12744208784837,0.170586283441413,0.126370774754794
"214",0.391305118604872,0.662688968248256,0.304055630296636,0.29253006880331,0.251222196851475,0.232996678662783,0.733874680153272,0.262853017282289,0.25081168359572,0.180126130190644,0.119134393497356,0.124851556462515
"215",0.449929895856567,0.698645612657404,0.164298488093497,0.325991828645574,0.243841086872284,0.301783674310056,1.92579926730804,0.204838657649822,0.187899685619721,0.128075741522391,0.121169108642667,0.126455152765131
"216",0.566454616629833,0.570044780340555,0.434082264098334,0.280360725206354,0.277964247931951,0.182736177971462,2.22896746015953,0.258406483120759,0.288888901041618,0.176489059924654,0.141663398615353,0.167367338439246
"218",0.106745375986605,0.628920407249157,0.239527357650566,0.340375294202066,0.261512179230922,0.290515617054322,0.127234748821845,0.275427283579694,0.224431272407502,0.149527315292995,0.126059469918914,0.135085355658902
"219",0.321481023501576,0.627983240904081,0.160906734869896,0.339234372561869,0.306499714412597,0.297124714421179,1.70154897347597,0.295910247068093,0.17515518014675,0.145998278402381,0.13592990410172,0.120191824754677
"221",0.0741755992447286,0.545303903878414,0.140800263330903,0.39813467826328,0.301766373174588,0.340323060844829,0.119056352122253,0.326145685478122,0.189887199609622,0.157789962717214,0.151673290136188,0.138631682990833
"222",0.090167492438622,0.657400515656286,0.156400027961157,0.322928385430498,0.285407003290376,0.297350675213105,0.485867846478317,0.257271586158933,0.226628554340927,0.125370525875976,0.154000647454926,0.122384516073575
"223",0.139401708718438,0.541742502508089,0.130770013895547,0.345570801204514,0.297365987481651,0.336725035470545,0.562512700898457,0.357408549430626,0.187741932944022,0.146839527139631,0.174243739321089,0.155795754453878
"224",0.106631266427531,0.593904569373625,0.129668443517268,0.36186231392205,0.258579467549776,0.352161539795858,0.319763605669856,0.312865767469689,0.169882849653844,0.126252236432472,0.137930474590404,0.129833329722168
"225",0.0941201211692199,0.615390495064915,0.113415388223253,0.365891860509414,0.265066165283064,0.355680607454672,0.158889572426706,0.303325492502338,0.152952618047818,0.134470323732226,0.0609097142741599,0.139955776230028
"226",0.0569317976406163,0.689062310872895,0.111940173900724,0.329194050880761,0.339670162848821,0.262333765538141,0.0888998962604571,0.260763019405332,0.184677004495907,0.098160029979647,0.14944288380454,0.0861334696144107
"227",0.071748563512595,0.637208900277613,0.168270644060747,0.359716056104458,0.214105342881447,0.322621511875791,0.0960914028798632,0.261566170380061,0.215048750017069,0.134627960649023,0.139661409011011,0.128936622470906
"228",0.131653495501672,0.597685339039537,0.180447363907947,0.360101915840547,0.275493158379611,0.340186768132046,0.24704745888021,0.295628520218794,0.217902183316062,0.143859933362006,0.148937941318781,0.153180947834138
"229",0.0922459200261178,0.661132608052469,0.114688863914857,0.396497899062143,0.259378549177989,0.347510614891818,0.0863094039294576,0.227698573039025,0.126775352057804,0.121216079773415,0.0866919701297183,0.0833005430062868
"230",0.0895695644373099,0.499953920961913,0.172204975208205,0.351807402246749,0.365983232928289,0.303855510359317,0.150225435044029,0.342743110309253,0.24990098131507,0.184357834038307,0.210321748140074,0.165373024932063
"231",0.0616634805518598,0.461401576075441,0.141742948196838,0.403251394613532,0.317124281430839,0.364662544771915,0.10906441167561,0.365769109232611,0.206048068198522,0.176650247166184,0.14678426683568,0.152949849152928
