"Id","norm_630_mean","norm_750_mean","norm_590_mean","norm_680_mean","norm_415_mean","norm_555_mean","norm_630_sd","norm_750_sd","norm_590_sd","norm_680_sd","norm_415_sd","norm_555_sd"
"201",0.318711221900943,0.172420345373024,0.378533702866708,0.280202506692307,0.166247824341066,0.317309738886221,0.244084956132438,0.265963589187828,0.187676278836753,0.168217190437159,0.181797719605725,0.138523588577259
"202",0.493213969306346,0.211186692039506,0.341284514717932,0.190505875099178,0.125905809174793,0.307253575196,0.273969001863092,0.23674237738037,0.187292485870633,0.152644182934504,0.130463697350718,0.0919222869417226
"204",0.444692779520519,0.251712286710913,0.370804014446294,0.274789681341365,0.119445332570509,0.334477104845314,0.183759610154162,0.17050207826465,0.12238309691819,0.142702222106976,0.142720777868148,0.0929484104167837
"205",0.340569213364573,0.168054865159797,0.399666890849346,0.269035959852992,0.143285829764655,0.3529525117935,0.288046931781514,0.233455891264391,0.14294211416958,0.149472060956331,0.131628792781128,0.0910368620398485
"206",0.434086427020566,0.143909059206489,0.41881795870682,0.352326606327667,0.0173683138317705,0.285179620806944,0.312259183285509,0.200286805381472,0.124223819245301,0.206784337793562,0.148268214204939,0.161051554204991
"208",0.389466285390352,0.163637619698364,0.395433423164339,0.236426974961755,0.131862701663995,0.323439877711644,0.265673065882497,0.247872770560051,0.209729426116723,0.194443776888416,0.17369954901164,0.131805114397068
"209",0.432696268609512,0.194789000896009,0.405897517478581,0.237242525308341,0.104276593667323,0.360850598032243,0.25471217413518,0.178208925476106,0.140624226314585,0.106974419787451,0.129794917994862,0.074627594807659
"210",0.378439356999539,0.212615123016812,0.382239664988459,0.227665465832214,0.2177814029091,0.369832805592507,0.165851835268166,0.172458187423788,0.142428149706983,0.12364641176361,0.148240434056948,0.0605628713303641
"212",0.330445516791244,0.0495602568100701,0.47345342672771,0.262058744345888,0.0931512439488054,0.357918937762111,0.221324248753419,0.290457327340758,0.154446601809624,0.0800143906106139,0.141067848917088,0.0666666229096343
"213",0.38539219669067,0.167467061248277,0.397979575449267,0.242251885854575,0.0957035313827767,0.356554474745351,0.256175300793708,0.201093430054553,0.157640840956606,0.183071871653266,0.130389099405587,0.127134585041849
"214",0.402893030552248,0.191034203128718,0.361825657663042,0.231600040058465,0.185993625867944,0.326810369500609,0.22917307155228,0.268332665127827,0.181943288840828,0.17691560537537,0.191610731586581,0.127600038700005
"215",0.409662295980406,0.157019789188991,0.44364786555859,0.208613744799774,0.123508966079497,0.393564747724255,0.19964846107095,0.185086723248383,0.149274143676586,0.163901457657329,0.102295493900316,0.0705465600006022
"216",0.285554221318441,0.0552958011671558,0.330329773855083,0.356017696485683,0.183419734426195,0.217161584618617,0.409338498472379,0.285958608755936,0.20234889472464,0.172696432681445,0.14062922165374,0.160236951249245
"218",0.378068105971954,0.0885597578516536,0.43325847575526,0.216063671428542,0.122471519957714,0.367539496313172,0.240340238363323,0.24719480317079,0.162562339167267,0.15493265072582,0.115716008161877,0.0947708830195323
"219",0.352091308278272,0.100448371409805,0.419288745886212,0.252175660776336,0.0882877788855689,0.330955654770508,0.277684007910799,0.243374046743503,0.155386202605014,0.167726031681711,0.14784316540522,0.143460727445689
"221",0.326511273617366,0.023848188864272,0.497442738215668,0.278219769045835,0.081625014988015,0.357079934848849,0.275852542071351,0.264415879585664,0.150125307974131,0.161171647048107,0.142940899323139,0.130048663848514
"222",0.436220864428643,0.143145265138217,0.424692991058775,0.213743336965638,0.0633748026014035,0.35630902247603,0.28638512690776,0.212705492068458,0.136526203247881,0.158376351020786,0.140928621042292,0.116602635359339
"223",0.298462202100285,0.0697886136341235,0.455277691981689,0.262581649665711,0.0326669193468493,0.350937804580407,0.317063819694315,0.278269646111891,0.15828174763884,0.176514846409127,0.141460518137359,0.145111178066938
"224",0.335593497842086,0.0677245085531347,0.487300557873316,0.228704934655864,0.0586642159758607,0.409962003663635,0.256786153749847,0.243172996373239,0.121412355165588,0.148968814654661,0.099808129806578,0.132364647736249
"225",0.387509498844922,0.0698492219667879,0.478133322306292,0.21585658526526,0.0489681805138605,0.378273898751072,0.241590289315892,0.257214535590986,0.142389455246277,0.099245490751871,0.0918915117434419,0.0982186587500551
"226",0.549479207034559,0.194180777903147,0.360184219412183,0.228209995433925,-0.0115751305983518,0.300287134827383,0.341796275742535,0.186087529731517,0.143225895183296,0.198036667505048,0.124396961558588,0.125539672820583
"227",0.388541713937322,0.110610853265279,0.466657072798301,0.191844792017989,0.128314730150276,0.449157625343202,0.248233285689486,0.21193943680674,0.143088990622954,0.176529161265987,0.123458763820022,0.155189983049291
"228",0.409265639298065,0.0719434165527333,0.500486061414679,0.240371955601075,0.0790348694805592,0.339769096408073,0.289359486309724,0.255071226863389,0.167686515774742,0.162853873550857,0.0969798170979111,0.130128752288768
"229",0.432253009078253,0.0784262346511832,0.508829682941965,0.20624660826879,0.0736318364872176,0.42808451094337,0.190681242599008,0.215876347550247,0.0961183715945171,0.0800294374053153,0.104238838518407,0.144224730060917
"230",0.322886130654487,0.043113850546052,0.437813982093093,0.315452610714231,0.0542573685790307,0.282681832148715,0.330264463267928,0.311017660762957,0.213754657372937,0.198893070929882,0.176707563953241,0.196901122157013
"231",0.27742702085836,-0.0315474716795072,0.517926663592163,0.291635190611975,0.0364162721747769,0.324045412091866,0.294984271298684,0.30216434854549,0.149966294331145,0.152337506256009,0.133349476501996,0.117029079644717
